streetAddress,suburb,state,postcode,propertyType,bed,bath,car,landSizeM2,floorSizeM2,yearBuilt,salePrice,saleDate,saleType,agency,landUse,developmentZone,parcelDetails,ownerType,openInRpdata,sourceFile,agencyBrand,saleYear,saleMonth,saleYearMonth,street,month_id,saleMonth_sin,saleMonth_cos,suburb_price_median_current,count,std,suburb_price_median_3m,suburb_price_median_6m,suburb_price_median_12m,suburb_txn_count_3m,suburb_txn_count_6m,suburb_txn_count_12m,suburb_volatility_3m,suburb_volatility_6m,suburb_volatility_12m,suburb_delta_3m,suburb_delta_12m,suburb_house_price_median_current,suburb_house_txn_count_current,suburb_house_volatility_current,suburb_house_price_median_3m,suburb_house_price_median_6m,suburb_house_price_median_12m,suburb_house_txn_count_3m,suburb_house_txn_count_6m,suburb_house_txn_count_12m,suburb_house_volatility_3m,suburb_house_volatility_6m,suburb_house_volatility_12m,suburb_house_delta_3m,suburb_house_delta_12m,suburb_other_price_median_current,suburb_other_txn_count_current,suburb_other_volatility_current,suburb_other_price_median_3m,suburb_other_price_median_6m,suburb_other_price_median_12m,suburb_other_txn_count_3m,suburb_other_txn_count_6m,suburb_other_txn_count_12m,suburb_other_volatility_3m,suburb_other_volatility_6m,suburb_other_volatility_12m,suburb_other_delta_3m,suburb_other_delta_12m,rel_price_vs_suburb_median,rel_street_effect,propertyAge,propertyAgeBand
1/8 VICTORY STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,2.0,291.0,81.0,1950.0,750000.0,2019-12-07,Unknown,Jellis Craig Blackburn,Single Strata Unit/Villa Unit/Townhouse,GRZ2,1/PS530538,Owner Occupied,https://rpp.corelogic.com.au/property/1-8-victory-street-mitcham-vic-3132/11859845,propertyExport_20250901115240.csv,Jellis Craig,2019,12,201912,Victory Street,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,0.8595988538681948,1.0580897629885404,69.0,21+
5/565 WHITEHORSE ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,133.0,103.0,2000.0,766000.0,2019-12-07,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,RGZ1,5/PS426075,Rented,https://rpp.corelogic.com.au/property/5-565-whitehorse-road-mitcham-vic-3132/11860706,propertyExport_20250901115240.csv,Ray White,2019,12,201912,Whitehorse Road,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,0.8779369627507163,1.6651867558604625,19.0,6–20
246 MITCHAM ROAD,MITCHAM,VIC,3132,HOUSE,3.0,1.0,2.0,665.0,128.0,1980.0,977500.0,2019-12-05,Unknown,Unknown,Other,NRZ4,151/LP26190,Owner Occupied,https://rpp.corelogic.com.au/property/246-mitcham-road-mitcham-vic-3132/11854361,propertyExport_20250901115240.csv,Other,2019,12,201912,Mitcham Road,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,1.1203438395415473,0.7909403252045488,39.0,21+
4/18-20 REDLAND DRIVE,MITCHAM,VIC,3132,BUSINESS: WHOLESALE TRADE,1.0,2.0,2.0,266.0,128.0,2011.0,1089000.0,2019-12-05,Unknown,Unknown,General Purpose Warehouse,IN3Z,LOTS 4-5 PS501981,Unknown,https://rpp.corelogic.com.au/property/4-18-20-redland-drive-mitcham-vic-3132/11857488,propertyExport_20250901115240.csv,Other,2019,12,201912,Redland Drive,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,1.248137535816619,1.338395953065606,8.0,6–20
12 PRINCE EDWARD AVENUE,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,1090.0,109.0,1960.0,0.0,2019-12-03,Nils And Wills,Unknown,Unknown,NRZ3,57/LP8022,Owner Occupied,https://rpp.corelogic.com.au/property/12-prince-edward-avenue-mitcham-vic-3132/11856952,propertyExport_20250901115240.csv,Other,2019,12,201912,Prince Edward Avenue,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,0.0,1.1852785375629085,59.0,21+
203/569 WHITEHORSE ROAD,MITCHAM,VIC,3132,UNIT,2.0,2.0,1.0,3197.0,78.0,2017.0,0.0,2019-12-03,Nils And Wills,Unknown,Strata Unit or Flat  (Unspecified),RGZ1,301A/PS701327,Rented,https://rpp.corelogic.com.au/property/203-569-whitehorse-road-mitcham-vic-3132/18060993,propertyExport_20250901115240.csv,Other,2019,12,201912,Whitehorse Road,38,0.0,1.0,872500.0,34.0,436405.96588970727,820000.0,806500.0,765750.0,80.0,168.0,306.0,363930.9760861585,615563.8201474096,496981.2261103561,0.14802631578947367,0.1989007214015801,1180000.0,11.0,529042.0526801249,1022500.0,950125.0,884000.0,29.0,63.0,113.0,361084.21978044184,452177.0644740851,349906.40045315097,0.29385964912280693,0.281216069489685,776000.0,23.0,299415.14301319607,769000.0,712500.0,698500.0,51.0,105.0,193.0,312484.8554420108,673210.9957092375,533344.2659646717,0.11334289813486365,1.5024185746533378,0.0,1.6696276951768307,2.0,0–5
46 DONCASTER EAST ROAD,MITCHAM,VIC,3132,UNIT,3.0,1.0,1.0,384.0,126.0,1940.0,962000.0,2019-11-30,Unknown,Other,Detached Dwelling,GRZ2,LOT 6 TP201 & LOT 109 LP1968,Owner Occupied,https://rpp.corelogic.com.au/property/46-doncaster-east-road-mitcham-vic-3132/16001656,propertyExport_20250901115240.csv,Jellis Craig,2019,11,201911,Doncaster East Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.2131147540983607,0.7485121526165043,79.0,21+
3/21 FORSTER STREET,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,253.0,85.0,1960.0,647500.0,2019-11-30,Unknown,Jellis Craig Blackburn,Strata Unit or Flat  (Unspecified),GRZ2,4/PS308510,Owner Occupied,https://rpp.corelogic.com.au/property/3-21-forster-street-mitcham-vic-3132/11850911,propertyExport_20250901115240.csv,Jellis Craig,2019,11,201911,Forster Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.8165195460277428,0.7915504432278818,59.0,21+
10 SUNSHINE AVENUE,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,606.0,223.0,1950.0,1338888.0,2019-11-30,Unknown,Jellis Craig Blackburn,Detached Dwelling,NRZ3,1/TP97714,Owner Occupied,https://rpp.corelogic.com.au/property/10-sunshine-avenue-mitcham-vic-3132/11858914,propertyExport_20250901115240.csv,Jellis Craig,2019,11,201911,Sunshine Avenue,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.6883833543505675,1.384128039566927,69.0,21+
11 ENDEAVOUR STREET,MITCHAM,VIC,3132,UNIT,5.0,3.0,2.0,450.0,219.0,2020.0,1120000.0,2019-11-29,Unknown,Other,Detached Dwelling,NRZ1,2/PS829275,Owner Occupied,https://rpp.corelogic.com.au/property/11-endeavour-street-mitcham-vic-3132/47446553,propertyExport_20250901115240.csv,Fletchers,2019,11,201911,Endeavour Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.4123581336696092,1.352295764098926,,
1 FAWCETT STREET,MITCHAM,VIC,3132,HOUSE,5.0,3.0,3.0,697.0,281.0,1980.0,2080000.0,2019-11-29,Unknown,Other,Detached Dwelling,NRZ4,8/LP28282,Owner Occupied,https://rpp.corelogic.com.au/property/1-fawcett-street-mitcham-vic-3132/11850627,propertyExport_20250901115240.csv,Other,2019,11,201911,Fawcett Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,2.622950819672131,,39.0,21+
1/12 WOODDALE GROVE,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,278.0,153.0,2002.0,991000.0,2019-11-28,Unknown,Jellis Craig Blackburn,Strata Unit or Flat  (Unspecified),NRZ4,1/PS440274,Owner Occupied,https://rpp.corelogic.com.au/property/1-12-wooddale-grove-mitcham-vic-3132/11861245,propertyExport_20250901115240.csv,Jellis Craig,2019,11,201911,Wooddale Grove,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.2496847414880201,1.010417330670243,17.0,6–20
202/435-439 WHITEHORSE ROAD,MITCHAM,VIC,3132,UNIT,2.0,2.0,1.0,3180.0,86.0,2011.0,500000.0,2019-11-26,Unknown,Other,Strata Unit or Flat  (Unspecified),RGZ2,102/PS629194,Owner Occupied,https://rpp.corelogic.com.au/property/202-435-439-whitehorse-road-mitcham-vic-3132/17152059,propertyExport_20250901115240.csv,Woodards,2019,11,201911,Whitehorse Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.6305170239596469,1.6667291801506716,8.0,6–20
2/6 HEATHERDALE ROAD,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,124.0,128.0,1980.0,830000.0,2019-11-25,Unknown,Unknown,Strata Unit or Flat  (Unspecified),Unknown,2/PS837026,Owner Occupied,https://rpp.corelogic.com.au/property/2-6-heatherdale-road-mitcham-vic-3132/50692893,propertyExport_20250901115240.csv,Other,2019,11,201911,Heatherdale Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.0466582597730139,0.7375764010455289,39.0,21+
40 OWEN STREET,MITCHAM,VIC,3132,HOUSE,4.0,2.0,2.0,676.0,211.0,1950.0,1180000.0,2019-11-23,Unknown,Jellis Craig Blackburn,Detached Dwelling,NRZ3,25/LP17076,Owner Occupied,https://rpp.corelogic.com.au/property/40-owen-street-mitcham-vic-3132/11856254,propertyExport_20250901115240.csv,Jellis Craig,2019,11,201911,Owen Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.4880201765447667,1.2955241683467957,69.0,21+
2 PURCHES STREET,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,980.0,986.0,1980.0,1195000.0,2019-11-23,Unknown,Other,Detached Dwelling,NRZ3,72/LP8807,Rented,https://rpp.corelogic.com.au/property/2-purches-street-mitcham-vic-3132/11856967,propertyExport_20250901115240.csv,Woodards,2019,11,201911,Purches Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.5069356872635562,0.7825932505992701,39.0,21+
QUARRY ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,190.0,88.0,1980.0,661000.0,2019-11-23,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,NRZ4,9/SP34782,Rented,https://rpp.corelogic.com.au/property/quarry-road-mitcham-vic-3132/34391206,propertyExport_20250901115240.csv,Other,2019,11,201911,Quarry Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.8335435056746532,0.9156406532603243,39.0,21+
2/10 QUARRY ROAD,MITCHAM,VIC,3132,UNIT,2.0,1.0,1.0,190.0,83.0,1980.0,661000.0,2019-11-23,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ4,2/SP34782,Rented,https://rpp.corelogic.com.au/property/2-10-quarry-road-mitcham-vic-3132/11857197,propertyExport_20250901115240.csv,Ray White,2019,11,201911,Quarry Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.8335435056746532,0.9156406532603243,39.0,21+
4/6 HEATHERDALE ROAD,MITCHAM,VIC,3132,UNIT,3.0,2.0,1.0,111.0,128.0,2022.0,755000.0,2019-11-21,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,Unknown,4/PS837026,Rented,https://rpp.corelogic.com.au/property/4-6-heatherdale-road-mitcham-vic-3132/50692895,propertyExport_20250901115240.csv,Other,2019,11,201911,Heatherdale Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.9520807061790668,0.7389512159202424,,
32 QUARRY ROAD,MITCHAM,VIC,3132,HOUSE,3.0,2.0,2.0,789.0,156.0,1980.0,0.0,2019-11-21,Nils And Wills,Other,Detached Dwelling (existing),NRZ4,35/LP41415,Owner Occupied,https://rpp.corelogic.com.au/property/32-quarry-road-mitcham-vic-3132/11857282,propertyExport_20250901115240.csv,Other,2019,11,201911,Quarry Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.0,0.9343531188538335,39.0,21+
9/12 IRVINE STREET,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,242.0,98.0,2012.0,595000.0,2019-11-20,Unknown,Unknown,Single Strata Unit/Villa Unit/Townhouse,GRZ2,9/PS645199,Rented,https://rpp.corelogic.com.au/property/9-12-irvine-street-mitcham-vic-3132/37101310,propertyExport_20250901115240.csv,Other,2019,11,201911,Irvine Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.7503152585119798,0.8493821659260575,7.0,6–20
18/520 MITCHAM ROAD,MITCHAM,VIC,3132,UNIT,3.0,2.0,2.0,222.0,122.0,2017.0,838000.0,2019-11-20,Unknown,Other,Single Strata Unit/Villa Unit/Townhouse,NRZ3,18/PS744064,Owner Occupied,https://rpp.corelogic.com.au/property/18-520-mitcham-road-mitcham-vic-3132/17871284,propertyExport_20250901115240.csv,Other,2019,11,201911,Mitcham Road,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,1.0567465321563683,0.7915585984814913,2.0,0–5
228B/1 COLOMBO STREET,MITCHAM,VIC,3132,UNIT,1.0,1.0,2.0,3890.0,56.0,2012.0,257000.0,2019-11-19,Unknown,Philip Webb - Doncaster East,Strata Unit or Flat  (Unspecified),MUZ,218B/PS632398,Rented,https://rpp.corelogic.com.au/property/228b-1-colombo-street-mitcham-vic-3132/16196142,propertyExport_20250901115240.csv,Other,2019,11,201911,Colombo Street,37,-0.5000000000000004,0.8660254037844384,793000.0,31.0,341725.759795036,793000.0,782250.0,758750.0,89.0,158.0,292.0,570769.1777297127,594912.710856486,506499.3839471068,0.08630136986301373,0.16275659824046929,1022500.0,12.0,323778.4582964379,955250.0,928500.0,884000.0,35.0,60.0,108.0,332494.3598775099,373804.18264605704,311754.80352806754,0.08201058201058209,0.11141304347826098,600000.0,19.0,306478.3429671482,697000.0,712500.0,663000.0,54.0,98.0,184.0,653757.0616977648,685567.2470993112,560944.9628484038,-0.1428571428571429,0.010101010101010166,0.3240857503152585,0.34413613869556675,7.0,6–20
